id,title,filtered_words,label
R170,New Report on Technology Breakthrough,"['tell', 'table', 'behind', 'method', 'mouth', 'series', 'best', 'serve.', 'democrat', 'event', 'cause', 'community', 'husband', 'my.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
F110,Celebrity Scandal Confirmed by Sources,"['issue', 'serious', 'war.', 'cold', 'ready', 'professor', 'question', 'move.', 'record', 'everybody', 'total', 'interesting', 'present.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
F048,Secret Cure Confirmed by Sources,"['light', 'home.', 'president', 'population', 'several', 'leg.', 'fact', 'new', 'wrong', 'well', 'nor.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
F082,Hoax Confirmed by Sources,"['camera', 'type', 'trial', 'staff', 'month', 'build', 'summer.', 'happy', 'whether', 'country', 'grow', 'especially', 'force.', 'series', 'admit', 'life', 'family', 'state.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F187,Miracle Drug Confirmed by Sources,"['political', 'particular', 'various.', 'moment', 'structure', 'really', 'cover', 'book', 'election.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
F027,Miracle Drug Confirmed by Sources,"['thus', 'ahead', 'national.', 'hotel', 'likely', 'accept', 'dream', 'away.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
F202,Hoax Confirmed by Sources,"['control', 'population', 'cultural', 'seven', 'level.', 'sea', 'family', 'end', 'treatment', 'almost', 'exactly.', 'size', 'ask', 'matter', 'might.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F197,Secret Cure Confirmed by Sources,"['turn', 'probably', 'country', 'machine.', 'week', 'effort', 'teach', 'watch', 'recently.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
R128,New Report on Climate Change,"['drop', 'write', 'hundred', 'deal', 'old.', 'suggest', 'pm', 'ball', 'return', 'guess', 'player.', 'bill', 'education', 'possible', 'bring', 'instead', 'third', 'building.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
F157,Government Cover-Up Confirmed by Sources,"['threat', 'risk', 'anyone', 'federal.', 'believe', 'theory', 'hope.', 'contain', 'nice', 'control', 'detail', 'single', 'despite.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
F117,Hoax Confirmed by Sources,"['strong', 'mouth', 'direction', 'executive', 'test', 'instead.', 'listen', 'hot', 'economy', 'west', 'organization', 'always.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F173,Secret Cure Confirmed by Sources,"['science', 'simply', 'couple.', 'first', 'thus', 'summer', 'list', 'consumer', 'stuff.', 'growth', 'identify', 'sign', 'former', 'trouble.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
F024,Aliens Confirmed by Sources,"['case', 'determine', 'party', 'talk', 'product.', 'tree', 'item', 'fish', 'political', 'view', 'majority', 'thousand.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F096,Celebrity Scandal Confirmed by Sources,"['take', 'read', 'level', 'never', 'step.', 'manager', 'focus', 'along', 'audience', 'lose.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
R247,New Report on Public Health,"['cultural', 'position', 'business', 'yes', 'blood', 'just.', 'box', 'spend', 'feeling', 'set.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F226,Government Cover-Up Confirmed by Sources,"['age', 'officer', 'air', 'close.', 'despite', 'career', 'significant', 'without', 'especially.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
F100,Flat Earth Confirmed by Sources,"['clearly', 'close.', 'ask', 'focus', 'such.', 'ask', 'stock', 'notice', 'rate', 'forget.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F246,Government Cover-Up Confirmed by Sources,"['letter', 'worry', 'compare', 'fact', 'friend', 'end.', 'let', 'leader', 'knowledge', 'image', 'head', 'response.', 'lot', 'seven', 'child', 'enter', 'risk.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
F183,Aliens Confirmed by Sources,"['experience', 'interest', 'individual', 'sit.', 'letter', 'draw', 'condition', 'us', 'law.', 'activity', 'car', 'true', 'result', 'must.', 'spring', 'event.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
R063,New Report on Policy,"['bring', 'young', 'make', 'add', 'seven', 'trip', 'create', 'add.', 'fill', 'inside', 'break', 'skin', 'yet', 'voice', 'attention.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
R005,New Report on Election,"['performance', 'beautiful', 'thought', 'their.', 'believe', 'bad', 'tax', 'mrs', 'trip.', 'discover', 'must', 'design', 'reality', 'heavy.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R084,New Report on Election,"['safe', 'rather', 'home', 'maybe.', 'husband', 'despite', 'condition', 'eye.', 'interesting', 'receive', 'serve', 'remain', 'lawyer', 'candidate.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R124,New Report on Education,"['base', 'source', 'class', 'interview', 'develop.', 'whether', 'actually', 'personal', 'economic.', 'admit', 'fear', 'mission', 'difficult', 'soon.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
R118,New Report on Research,"['nice', 'dinner', 'community', 'tax.', 'knowledge', 'guess', 'strategy', 'rest', 'station', 'form', 'structure.', 'catch', 'free', 'good', 'leg', 'age', 'idea', 'month', 'radio.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']",REAL
F001,Aliens Confirmed by Sources,"['school', 'skin', 'shoulder', 'civil', 'phone', 'point.', 'audience', 'science', 'suggest', 'yet', 'hit', 'bit.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F007,Immortal Jellyfish Confirmed by Sources,"['actually', 'important', 'music.', 'face', 'enjoy', 'huge', 'team', 'point', 'lose', 'movie', 'media.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
F046,Mind Control Confirmed by Sources,"['watch', 'body', 'section', 'possible', 'visit.', 'even', 'deal', 'assume', 'gun.', 'religious', 'follow', 'list', 'yes', 'thought', 'least', 'attention.', 'mind', 'quite', 'follow', 'ask', 'deep', 'worker.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R103,New Report on Research,"['summer', 'prevent', 'future', 'order', 'today', 'operation.', 'safe', 'food', 'trial', 'trouble', 'also.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']",REAL
R037,New Report on Budget Report,"['within', 'choice', 'perform', 'find', 'say.', 'number', 'whatever', 'key', 'still', 'couple.', 'exist', 'agreement', 'go', 'time.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
F193,Secret Cure Confirmed by Sources,"['arm', 'care', 'degree', 'series', 'expect', 'option.', 'continue', 'radio', 'participant', 'ball', 'voice', 'gun.', 'shake', 'give', 'term', 'article', 'natural', 'success.', 'impact', 'across', 'discussion', 'attorney', 'assume', 'back', 'market.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
R166,New Report on Election,"['agreement', 'kitchen', 'seat', 'administration.', 'thus', 'along', 'personal', 'past', 'sign.', 'move', 'sign', 'security', 'resource', 'line', 'perhaps.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
F017,Immortal Jellyfish Confirmed by Sources,"['message', 'pick', 'husband', 'they.', 'dark', 'gas', 'age', 'religious', 'pass', 'less', 'scene.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R008,New Report on Economic Growth,"['light', 'black', 'recognize', 'meeting.', 'talk', 'quite', 'with.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F071,Celebrity Scandal Confirmed by Sources,"['important', 'probably', 'current', 'writer', 'though.', 'charge', 'future', 'develop', 'evening.', 'soon', 'majority', 'safe', 'nation', 'good', 'carry', 'organization.', 'animal', 'bank', 'really', 'church.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
F028,Mind Control Confirmed by Sources,"['office', 'behind', 'little', 'page', 'american', 'by.', 'individual', 'choice', 'north', 'finish', 'bag', 'run', 'its.', 'really', 'effort', 'next', 'forget', 'far', 'building.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"['list', 'senior', 'measure', 'none', 'exist', 'south.', 'tell', 'physical', 'night', 'like', 'film', 'establish', 'positive.', 'bad', 'term', 'number', 'line', 'beat', 'control', 'tonight.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R200,New Report on Public Health,"['candidate', 'ready', 'accept', 'yes.', 'model', 'moment', 'wear', 'second', 'save', 'almost', 'stay.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
R225,New Report on Climate Change,"['produce', 'role.', 'dinner', 'affect', 'lead', 'brother.', 'possible', 'central', 'owner', 'others', 'tonight', 'eat.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R062,New Report on Budget Report,"['son', 'industry', 'protect', 'since.', 'half', 'institution', 'section', 'parent', 'by.', 'score', 'best', 'order', 'share', 'protect.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
F033,Hoax Confirmed by Sources,"['pretty', 'tv', 'service', 'father', 'there.', 'feel', 'young', 'successful', 'product', 'star.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F012,Hoax Confirmed by Sources,"['sign', 'establish', 'upon', 'crime', 'possible.', 'rest', 'tough', 'case', 'key', 'appear', 'likely.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
R121,New Report on Research,"['wide', 'somebody', 'look', 'watch', 'city', 'source.', 'area', 'plant', 'man', 'bad', 'simple', 'out.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']",REAL
F210,Aliens Confirmed by Sources,"['tough', 'town', 'keep', 'that.', 'film', 'majority', 'recently', 'blue', 'hard.', 'article', 'line', 'blue', 'see', 'though', 'forget.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F151,Hoax Confirmed by Sources,"['top', 'camera', 'film.', 'cause', 'professional', 'cost', 'young', 'represent', 'blood', 'evidence', 'this.', 'tree', 'former', 'mission', 'art.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F099,Secret Cure Confirmed by Sources,"['leader', 'interest', 'stuff', 'brother', 'ahead', 'term.', 'east', 'blood', 'future', 'physical', 'move.', 'management', 'minute', 'anyone', 'bring', 'however', 'machine.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
R090,New Report on Technology Breakthrough,"['nature', 'military', 'happen', 'among.', 'environment', 'stock', 'place', 'rather', 'movement.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R125,New Report on Budget Report,"['seek', 'side', 'health', 'floor', 'attack', 'compare.', 'feel', 'best', 'structure', 'dinner.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
R091,New Report on Climate Change,"['eye', 'mind', 'reality', 'relationship.', 'morning', 'require', 'glass', 'every', 'town', 'game.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R157,New Report on Climate Change,"['light', 'half', 'dinner', 'adult', 'need.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
F098,Miracle Drug Confirmed by Sources,"['turn', 'stop', 'everyone', 'catch', 'continue', 'dark.', 'parent', 'low', 'success', 'base.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
F164,Immortal Jellyfish Confirmed by Sources,"['control', 'parent', 'morning', 'dinner', 'present', 'couple', 'test.', 'miss', 'quite', 'day', 'sister', 'star', 'guy', 'audience.', 'business', 'information', 'dinner', 'executive', 'treat', 'ago', 'ever.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R050,New Report on Economic Growth,"['lot', 'writer', 'laugh', 'care.', 'world', 'upon', 'cover', 'face', 'something', 'american', 'recognize.', 'child', 'third', 'show', 'thus.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
R249,New Report on Climate Change,"['recognize', 'relate', 'operation.', 'eight', 'change', 'experience', 'without', 'front.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R093,New Report on Election,"['alone', 'democratic', 'account.', 'ready', 'mrs', 'including', 'including', 'better.', 'sure', 'attorney', 'arm', 'city', 'relate.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R131,New Report on Education,"['around', 'buy', 'cut', 'account', 'value', 'whose.', 'drug', 'else', 'three', 'development.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F107,Flat Earth Confirmed by Sources,"['newspaper', 'perhaps', 'including', 'without.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F153,Hoax Confirmed by Sources,"['hundred', 'social', 'officer', 'kid', 'material', 'daughter.', 'interview', 'indicate', 'conference', 'we.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F091,Flat Earth Confirmed by Sources,"['move', 'amount', 'begin', 'street', 'big', 'weight.', 'conference', 'within', 'major', 'special', 'give.', 'way', 'activity', 'ready', 'meeting', 'number', 'similar.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
R246,New Report on Economic Growth,"['book', 'language', 'yet', 'join', 'later', 'somebody.', 'world', 'imagine', 'push', 'reason', 'season', 'happy.', 'child', 'case', 'next', 'beat', 'front', 'player', 'per', 'glass.', 'develop', 'bill', 'leader', 'four', 'president.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F004,Secret Cure Confirmed by Sources,"['science', 'involve', 'national', 'teacher', 'ready.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
F220,Celebrity Scandal Confirmed by Sources,"['media', 'understand', 'child', 'religious', 'result', 'campaign', 'gun.', 'difficult', 'form', 'remember', 'specific', 'seem.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
F121,Hoax Confirmed by Sources,"['open', 'wonder', 'media', 'success', 'cut.', 'rock', 'base', 'act', 'lay', 'police', 'measure.', 'value', 'sign', 'program', 'free', 'thousand', 'remain.', 'letter', 'return', 'central', 'never', 'pay', 'think.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F245,Mind Control Confirmed by Sources,"['important', 'drug.', 'peace', 'various', 'return', 'simple', 'month', 'fall', 'star', 'consumer.', 'amount', 'street', 'site', 'affect.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R035,New Report on Climate Change,"['side', 'chance', 'probably', 'popular', 'former.', 'sort', 'short', 'sea', 'job', 'culture', 'necessary', 'administration.', 'person', 'civil', 'economic', 'involve', 'modern.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R024,New Report on Education,"['feel', 'score', 'first', 'million', 'heart', 'impact', 'military.', 'side', 'consider', 'impact', 'option', 'religious.', 'treat', 'power', 'grow', 'republican', 'start.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F079,Miracle Drug Confirmed by Sources,"['light', 'thus', 'better', 'issue', 'try.', 'kitchen', 'property', 'charge.', 'government', 'author', 'game', 'organization.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
R094,New Report on Policy,"['car', 'record.', 'difference', 'agreement', 'production', 'move', 'truth.', 'chair', 'describe', 'thought', 'thought', 'level', 'look', 'position.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
R040,New Report on Policy,"['read', 'new', 'sea', 'run', 'base', 'type.', 'laugh', 'paper', 'author', 'economy.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
F170,Immortal Jellyfish Confirmed by Sources,"['college', 'partner', 'husband', 'return', 'again.', 'later', 'shake', 'attention.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
F130,Immortal Jellyfish Confirmed by Sources,"['wall', 'scientist', 'believe', 'water', 'attack.', 'need', 'year', 'give.', 'better', 'drug', 'remain', 'prove', 'black', 'speak', 'lay', 'public.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R085,New Report on Economic Growth,"['though', 'election', 'half', 'explain.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
R054,New Report on Budget Report,"['stop', 'clear.', 'situation', 'back', 'start', 'home', 'view', 'long.', 'situation', 'real', 'first', 'hand', 'girl', 'prepare.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
R047,New Report on Technology Breakthrough,"['official', 'family', 'letter', 'woman', 'teach', 'trial.', 'vote', 'knowledge', 'another', 'cultural.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R199,New Report on Economic Growth,"['car', 'letter', 'news', 'choose', 'of.', 'bad', 'whose', 'cold', 'role', 'nature.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F062,Miracle Drug Confirmed by Sources,"['reflect', 'contain', 'student', 'mother', 'compare', 'structure', 'together.', 'defense', 'huge', 'interest', 'speech', 'development', 'hour', 'far', 'truth.', 'fill', 'design', 'executive', 'fill.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
R244,New Report on Technology Breakthrough,"['resource', 'city', 'still', 'address', 'democrat', 'agreement', 'professor.', 'doctor', 'teach', 'result', 'throughout.', 'event', 'technology', 'notice', 'yard', 'level', 'treatment', 'ten.', 'special', 'piece', 'teacher', 'spring', 'audience.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R107,New Report on Election,"['seven', 'may', 'interest', 'star', 'tough.', 'game', 'including', 'table', 'product', 'course', 'whatever', 'state.', 'bank', 'series', 'issue', 'thought', 'plant.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
F148,Aliens Confirmed by Sources,"['degree', 'pm', 'claim', 'responsibility', 'amount', 'make', 'hold', 'today.', 'save', 'entire', 'relate', 'commercial.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F023,Mind Control Confirmed by Sources,"['especially', 'chance', 'key', 'two', 'take', 'else', 'teacher.', 'meeting', 'successful', 'century', 'course.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R075,New Report on Budget Report,"['provide', 'consumer', 'political', 'western', 'environmental', 'source.', 'outside', 'speech', 'style.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
R220,New Report on Public Health,"['option', 'performance', 'activity', 'fine', 'near.', 'certainly', 'cover', 'production', 'push', 'become', 'world.', 'car', 'hour', 'ahead', 'gun', 'again.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
R099,New Report on Economic Growth,"['list', 'national', 'sort', 'letter', 'player.', 'rich', 'natural', 'politics', 'admit', 'statement', 'purpose', 'feeling', 'lawyer.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F066,Flat Earth Confirmed by Sources,"['several', 'board', 'close', 'upon.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F060,Flat Earth Confirmed by Sources,"['according', 'officer', 'idea', 'doctor', 'gas.', 'hot', 'crime', 'reason.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F022,Government Cover-Up Confirmed by Sources,"['free', 'decide', 'special', 'organization', 'business', 'main', 'game.', 'seek', 'south', 'ask', 'east', 'man', 'now.', 'explain', 'add', 'mrs', 'be.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
F127,Mind Control Confirmed by Sources,"['ahead', 'staff', 'decide', 'condition', 'participant', 'simply', 'quickly', 'third.', 'quality', 'toward', 'stand', 'event', 'animal', 'good.', 'poor', 'radio', 'range', 'common.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R212,New Report on Education,"['son', 'present', 'become.', 'rate', 'choice', 'rate', 'including', 'production', 'after.', 'cost', 'technology', 'whatever', 'degree', 'beautiful.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F119,Mind Control Confirmed by Sources,"['father', 'nice', 'reflect', 'media', 'similar', 'image', 'traditional.', 'understand', 'despite', 'blue', 'threat', 'detail', 'resource', 'fill.', 'knowledge', 'international', 'yard', 'usually', 'coach', 'near', 'bank', 'apply.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
F103,Hoax Confirmed by Sources,"['sit', 'sort', 'soon', 'entire', 'save', 'address.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F191,Mind Control Confirmed by Sources,"['democrat', 'plan', 'central', 'friend.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
F002,Mind Control Confirmed by Sources,"['thus', 'reach', 'hear', 'capital', 'expert.', 'market', 'rate', 'evidence', 'possible.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R155,New Report on Election,"['hold', 'decade', 'wall', 'yes.', 'man', 'ready', 'chance', 'side.', 'nothing', 'let', 'energy.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R006,New Report on Technology Breakthrough,"['parent', 'every', 'front', 'officer', 'report', 'street', 'station', 'camera.', 'allow', 'ground', 'poor.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
F086,Government Cover-Up Confirmed by Sources,"['end', 'few.', 'point', 'recent', 'bed', 'class.', 'stuff', 'something', 'six', 'five', 'forward', 'board.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
R168,New Report on Election,"['site', 'father', 'boy', 'majority.', 'film', 'president', 'also', 'ask.', 'feel', 'play', 'resource', 'class.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R077,New Report on Public Health,"['little', 'offer', 'reason', 'political', 'big', 'first.', 'activity', 'different', 'resource', 'probably', 'statement', 'price', 'possible', 'best.', 'chair', 'room', 'rate', 'enter', 'yes.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F209,Hoax Confirmed by Sources,"['team', 'wish', 'find', 'oil', 'head', 'notice.', 'top', 'toward', 'court', 'tv', 'seem.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
R236,New Report on Public Health,"['family', 'radio', 'deal', 'strategy', 'film', 'front', 'light', 'stuff.', 'task', 'color', 'quite', 'next', 'particularly', 'particularly.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F186,Aliens Confirmed by Sources,"['pass', 'become.', 'follow', 'test', 'land.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
R243,New Report on Public Health,"['body', 'building', 'image', 'reality', 'yourself.', 'high', 'exactly', 'everything', 'teach', 'likely', 'miss.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F094,Immortal Jellyfish Confirmed by Sources,"['decade', 'officer', 'happen', 'push.', 'seat', 'involve', 'order', 'success', 'four', 'whether.', 'feel', 'member', 'listen', 'visit', 'eye', 'capital.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R032,New Report on Economic Growth,"['body', 'present', 'person', 'happy.', 'role', 'shoulder', 'consider', 'skill.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
R033,New Report on Education,"['red', 'make', 'likely', 'herself.', 'use', 'claim', 'sea', 'according', 'type.', 'indeed', 'daughter', 'blood.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
R045,New Report on Technology Breakthrough,"['important', 'heart', 'state.', 'scene', 'board', 'help', 'maintain', 'week', 'eye', 'drug.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R116,New Report on Education,"['buy', 'control', 'recognize', 'scientist.', 'doctor', 'cost', 'crime', 'ever', 'join', 'word.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F056,Celebrity Scandal Confirmed by Sources,"['pretty', 'gun', 'behind', 'full', 'individual', 'carry', 'notice.', 'prevent', 'significant', 'professor', 'space.', 'knowledge', 'structure', 'ground', 'worry', 'media', 'smile', 'risk.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
R043,New Report on Policy,"['opportunity', 'war', 'bring', 'risk', 'thought', 'heart', 'hit.', 'science', 'though', 'start', 'hope', 'hot.', 'draw', 'board', 'able.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
R145,New Report on Economic Growth,"['building', 'keep', 'west', 'law', 'top', 'science', 'home.', 'give', 'message', 'interesting', 'mention.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
