id,filtered_words,features,label_index
R170,"['tell', 'table', 'behind', 'method', 'mouth', 'series', 'best', 'serve.', 'democrat', 'event', 'cause', 'community', 'husband', 'my.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[316,763,1020,1850,2227,3614,3931,4346,4463,4506,4596,4687,5234,6015,7160,7208,7497,7728,8174,9462],[4.270695952029551,4.137164559405029,2.5530444549552183,4.137164559405029,2.7200985396183848,0.6636465161632473,3.4440173788450834,4.42484663185681,3.6516567436233283,0.691153161953081,5.117993812416755,0.691153161953081,4.137164559405029,4.42484663185681,5.117993812416755,4.019381523748645,4.137164559405029,4.137164559405029,4.270695952029551,0.691153161953081])",1.0
F110,"['issue', 'serious', 'war.', 'cold', 'ready', 'professor', 'question', 'move.', 'record', 'everybody', 'total', 'interesting', 'present.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,1117,2543,2561,2947,3486,3634,3816,3920,4347,4921,5760,5850,6279,6557,6616,6749,7281,7936,8338],[0.691153161953081,4.019381523748645,3.4440173788450834,3.914021008090819,4.607168188650764,2.849310271098391,4.607168188650764,5.523458920524919,4.607168188650764,4.42484663185681,2.849310271098391,4.42484663185681,0.691153161953081,4.42484663185681,3.6516567436233283,3.8187108282864943,5.117993812416755,0.6832166123573445,0.691153161953081,0.691153161953081])",0.0
F048,"['light', 'home.', 'president', 'population', 'several', 'leg.', 'fact', 'new', 'wrong', 'well', 'nor.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[157,503,585,1238,1306,1720,3892,5850,5861,6512,6747,7215,7281,7936,8338,8439,9227,9258],[3.5085558999826545,0.691153161953081,4.270695952029551,5.117993812416755,4.42484663185681,3.914021008090819,2.5530444549552183,0.691153161953081,4.607168188650764,4.270695952029551,2.5530444549552183,4.607168188650764,0.6832166123573445,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551,3.7316994512968646])",0.0
F082,"['camera', 'type', 'trial', 'staff', 'month', 'build', 'summer.', 'happy', 'whether', 'country', 'grow', 'especially', 'force.', 'series', 'admit', 'life', 'family', 'state.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1650,2191,2404,3014,3406,3410,3477,3526,4377,4463,5347,5741,5850,6224,6291,7281,7870,7936,8173,8297,8338,8714,8929],[0.691153161953081,4.607168188650764,5.117993812416755,4.607168188650764,4.137164559405029,4.42484663185681,4.270695952029551,4.607168188650764,4.270695952029551,2.60568818844064,3.6516567436233283,4.42484663185681,4.270695952029551,0.691153161953081,3.914021008090819,4.42484663185681,0.6832166123573445,4.137164559405029,0.691153161953081,3.3262343431887,3.8187108282864943,0.691153161953081,3.914021008090819,4.607168188650764])",0.0
F187,"['political', 'particular', 'various.', 'moment', 'structure', 'really', 'cover', 'book', 'election.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[393,503,1256,2996,3401,3556,3935,4112,5850,6104,6584,7281,7860,7936,8338,8984],[4.830311739964974,0.691153161953081,3.125563647726549,3.3262343431887,4.137164559405029,2.7826188965997183,3.7316994512968646,3.914021008090819,0.691153161953081,3.8187108282864943,5.117993812416755,0.6832166123573445,2.920769235080536,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
F027,"['thus', 'ahead', 'national.', 'hotel', 'likely', 'accept', 'dream', 'away.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[309,503,1256,2366,2657,2663,5684,5850,6830,7281,7682,7860,7936,8268,8338],[4.270695952029551,0.691153161953081,3.125563647726549,4.270695952029551,3.7316994512968646,4.42484663185681,3.577548771469606,0.691153161953081,4.830311739964974,0.6832166123573445,5.523458920524919,2.920769235080536,0.691153161953081,3.6516567436233283,0.691153161953081])",0.0
F202,"['control', 'population', 'cultural', 'seven', 'level.', 'sea', 'family', 'end', 'treatment', 'almost', 'exactly.', 'size', 'ask', 'matter', 'might.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[160,453,503,1208,2402,3192,3507,4377,5850,6729,7281,7850,7936,8015,8297,8338,8566,9121,9233,9258,9617],[5.523458920524919,3.8187108282864943,0.691153161953081,2.661258039595451,4.137164559405029,4.137164559405029,3.7316994512968646,2.60568818844064,0.691153161953081,5.523458920524919,0.6832166123573445,4.42484663185681,0.691153161953081,4.137164559405029,3.8187108282864943,0.691153161953081,4.270695952029551,4.830311739964974,4.607168188650764,3.7316994512968646,3.8187108282864943])",0.0
F197,"['turn', 'probably', 'country', 'machine.', 'week', 'effort', 'teach', 'watch', 'recently.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1031,1902,2297,2708,3886,3892,5122,5726,5850,6747,7281,7870,7936,8338,8522],[0.691153161953081,5.523458920524919,5.117993812416755,3.6516567436233283,3.577548771469606,4.607168188650764,2.5530444549552183,4.137164559405029,4.270695952029551,0.691153161953081,2.5530444549552183,0.6832166123573445,4.137164559405029,0.691153161953081,0.691153161953081,4.137164559405029])",0.0
R128,"['drop', 'write', 'hundred', 'deal', 'old.', 'suggest', 'pm', 'ball', 'return', 'guess', 'player.', 'bill', 'education', 'possible', 'bring', 'instead', 'third', 'building.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[635,821,1433,2059,2263,2278,2812,3057,3614,4506,4527,4687,5175,5445,5530,6100,7026,7492,7816,8135,8577,8660,8771,9462],[3.8187108282864943,2.849310271098391,4.607168188650764,2.6902455764687034,4.607168188650764,4.607168188650764,4.830311739964974,3.7316994512968646,0.6636465161632473,0.691153161953081,4.42484663185681,0.691153161953081,4.137164559405029,4.137164559405029,4.270695952029551,4.137164559405029,4.830311739964974,4.42484663185681,4.270695952029551,4.137164559405029,4.607168188650764,4.019381523748645,4.270695952029551,0.691153161953081])",1.0
F157,"['threat', 'risk', 'anyone', 'federal.', 'believe', 'theory', 'hope.', 'contain', 'nice', 'control', 'detail', 'single', 'despite.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,533,666,1143,1208,1468,2259,2782,3370,4330,5850,7281,7493,7889,7936,8070,8338,8794,9813,9918],[0.691153161953081,4.137164559405029,4.42484663185681,4.42484663185681,2.661258039595451,3.914021008090819,2.8154087194227095,5.117993812416755,4.270695952029551,5.117993812416755,0.691153161953081,0.6832166123573445,4.019381523748645,5.117993812416755,0.691153161953081,3.8187108282864943,0.691153161953081,4.137164559405029,2.997730276216664,4.607168188650764])",0.0
F117,"['strong', 'mouth', 'direction', 'executive', 'test', 'instead.', 'listen', 'hot', 'economy', 'west', 'organization', 'always.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[217,429,503,1364,1955,4377,5085,5850,6355,6586,6816,7281,7497,7936,8338,8554,9693,9966],[3.7316994512968646,4.42484663185681,0.691153161953081,4.270695952029551,5.523458920524919,2.60568818844064,4.019381523748645,0.691153161953081,4.137164559405029,4.137164559405029,4.830311739964974,0.6832166123573445,4.137164559405029,0.691153161953081,0.691153161953081,4.019381523748645,4.270695952029551,4.607168188650764])",0.0
F173,"['science', 'simply', 'couple.', 'first', 'thus', 'summer', 'list', 'consumer', 'stuff.', 'growth', 'identify', 'sign', 'former', 'trouble.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[317,320,503,708,1642,2825,3363,3892,3967,4160,5684,5850,6403,6747,6756,7281,7936,8338,8728,9475,9481],[5.523458920524919,4.270695952029551,0.691153161953081,5.117993812416755,4.270695952029551,5.117993812416755,3.8187108282864943,2.5530444549552183,4.019381523748645,4.607168188650764,3.577548771469606,0.691153161953081,4.137164559405029,2.5530444549552183,3.3262343431887,0.6832166123573445,0.691153161953081,0.691153161953081,4.019381523748645,3.914021008090819,4.137164559405029])",0.0
F024,"['case', 'determine', 'party', 'talk', 'product.', 'tree', 'item', 'fish', 'political', 'view', 'majority', 'thousand.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,1376,1379,1916,3935,4270,5850,5871,6342,6444,7281,7293,7734,7936,8338,8925,9244],[0.691153161953081,2.958509563063383,3.7316994512968646,5.117993812416755,3.7316994512968646,3.7316994512968646,4.42484663185681,0.691153161953081,4.137164559405029,4.019381523748645,4.42484663185681,0.6832166123573445,4.42484663185681,4.019381523748645,0.691153161953081,0.691153161953081,4.830311739964974,3.914021008090819])",0.0
F096,"['take', 'read', 'level', 'never', 'step.', 'manager', 'focus', 'along', 'audience', 'lose.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[281,503,855,1312,1499,1652,2835,2840,3486,3931,4921,5017,5850,7281,7650,7936,8338],[4.270695952029551,0.691153161953081,4.270695952029551,4.137164559405029,3.8187108282864943,4.830311739964974,5.117993812416755,4.019381523748645,2.849310271098391,3.4440173788450834,2.849310271098391,5.523458920524919,0.691153161953081,0.6832166123573445,4.42484663185681,0.691153161953081,0.691153161953081])",0.0
R247,"['cultural', 'position', 'business', 'yes', 'blood', 'just.', 'box', 'spend', 'feeling', 'set.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[353,613,1339,1457,1770,2359,3614,4506,4687,5044,5374,5767,6219,7922,9233,9462],[4.607168188650764,3.8187108282864943,4.42484663185681,5.117993812416755,2.958509563063383,3.8187108282864943,0.6636465161632473,0.691153161953081,0.691153161953081,3.914021008090819,3.6516567436233283,5.523458920524919,3.0811118851557153,4.42484663185681,4.607168188650764,0.691153161953081])",1.0
F226,"['age', 'officer', 'air', 'close.', 'despite', 'career', 'significant', 'without', 'especially.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[88,503,696,1301,1770,2259,4043,4930,5850,7281,7936,7937,8338,8552,8791,9813],[4.137164559405029,0.691153161953081,3.8187108282864943,4.607168188650764,2.958509563063383,2.8154087194227095,4.42484663185681,4.137164559405029,0.691153161953081,0.6832166123573445,0.691153161953081,4.830311739964974,0.691153161953081,4.607168188650764,4.42484663185681,2.997730276216664])",0.0
F100,"['clearly', 'close.', 'ask', 'focus', 'such.', 'ask', 'stock', 'notice', 'rate', 'forget.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[253,497,503,793,1525,2918,3507,3629,3931,5850,7281,7936,7937,8238,8338,9676],[3.7316994512968646,4.830311739964974,0.691153161953081,4.42484663185681,4.42484663185681,3.0385522707369192,7.463398902593729,5.117993812416755,3.4440173788450834,0.691153161953081,0.6832166123573445,0.691153161953081,4.830311739964974,4.830311739964974,0.691153161953081,3.0385522707369192])",0.0
F246,"['letter', 'worry', 'compare', 'fact', 'friend', 'end.', 'let', 'leader', 'knowledge', 'image', 'head', 'response.', 'lot', 'seven', 'child', 'enter', 'risk.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[488,503,564,1064,1526,1868,2259,4943,4959,5303,5850,6711,7215,7244,7281,7435,7850,7864,7936,8267,8338,8343,9246,9813],[4.137164559405029,0.691153161953081,3.914021008090819,3.914021008090819,3.914021008090819,5.117993812416755,2.8154087194227095,4.270695952029551,5.117993812416755,4.137164559405029,0.691153161953081,4.830311739964974,4.607168188650764,3.4440173788450834,0.6832166123573445,4.137164559405029,4.42484663185681,3.6516567436233283,0.691153161953081,4.42484663185681,0.691153161953081,3.7316994512968646,4.137164559405029,2.997730276216664])",0.0
F183,"['experience', 'interest', 'individual', 'sit.', 'letter', 'draw', 'condition', 'us', 'law.', 'activity', 'car', 'true', 'result', 'must.', 'spring', 'event.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[70,399,503,564,650,1644,2778,3635,3674,3739,5279,5328,5850,6660,7188,7281,7936,8110,8167,8338,8538,8614],[3.6516567436233283,4.270695952029551,0.691153161953081,3.914021008090819,2.958509563063383,4.42484663185681,5.117993812416755,4.019381523748645,3.5085558999826545,4.830311739964974,5.523458920524919,3.6516567436233283,0.691153161953081,4.137164559405029,4.270695952029551,0.6832166123573445,0.691153161953081,4.270695952029551,4.270695952029551,0.691153161953081,5.117993812416755,4.270695952029551])",0.0
R063,"['bring', 'young', 'make', 'add', 'seven', 'trip', 'create', 'add.', 'fill', 'inside', 'break', 'skin', 'yet', 'voice', 'attention.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[668,1404,3057,3525,3530,3614,4037,4506,4687,5782,5833,6944,7809,7850,8203,8344,9066,9462,9727,9887],[3.8187108282864943,4.270695952029551,3.7316994512968646,4.019381523748645,4.42484663185681,0.6636465161632473,4.270695952029551,0.691153161953081,0.691153161953081,4.830311739964974,3.8187108282864943,2.8154087194227095,4.137164559405029,4.42484663185681,4.607168188650764,4.019381523748645,3.914021008090819,0.691153161953081,4.42484663185681,4.42484663185681])",1.0
R005,"['performance', 'beautiful', 'thought', 'their.', 'believe', 'bad', 'tax', 'mrs', 'trip.', 'discover', 'must', 'design', 'reality', 'heavy.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[55,533,680,1023,1273,1411,3556,3614,3922,4108,4170,4506,4687,6587,6865,7956,9351,9462,9751],[4.137164559405029,4.137164559405029,4.42484663185681,4.42484663185681,4.270695952029551,5.117993812416755,2.7826188965997183,0.6636465161632473,4.270695952029551,4.830311739964974,3.914021008090819,0.691153161953081,0.691153161953081,4.830311739964974,5.117993812416755,4.137164559405029,4.830311739964974,0.691153161953081,4.137164559405029])",1.0
R084,"['safe', 'rather', 'home', 'maybe.', 'husband', 'despite', 'condition', 'eye.', 'interesting', 'receive', 'serve', 'remain', 'lawyer', 'candidate.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[547,1301,1725,2600,2837,2875,3365,3556,3614,3634,4506,4617,4687,5205,5328,7208,7642,9021,9462],[5.523458920524919,4.607168188650764,4.42484663185681,5.117993812416755,4.019381523748645,4.830311739964974,4.137164559405029,2.7826188965997183,0.6636465161632473,4.607168188650764,0.691153161953081,4.42484663185681,0.691153161953081,4.607168188650764,3.6516567436233283,4.019381523748645,4.270695952029551,4.270695952029551,0.691153161953081])",1.0
R124,"['base', 'source', 'class', 'interview', 'develop.', 'whether', 'actually', 'personal', 'economic.', 'admit', 'fear', 'mission', 'difficult', 'soon.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[1712,2007,3406,3614,4007,4506,4687,5047,5063,5635,6035,6069,6447,7721,7939,8173,8714,9462,9513],[4.019381523748645,5.117993812416755,4.42484663185681,0.6636465161632473,4.42484663185681,0.691153161953081,0.691153161953081,2.6902455764687034,5.523458920524919,4.830311739964974,3.383392757028649,4.607168188650764,4.019381523748645,4.270695952029551,4.607168188650764,3.3262343431887,3.914021008090819,0.691153161953081,3.914021008090819])",1.0
R118,"['nice', 'dinner', 'community', 'tax.', 'knowledge', 'guess', 'strategy', 'rest', 'station', 'form', 'structure.', 'catch', 'free', 'good', 'leg', 'age', 'idea', 'month', 'radio.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[1073,2240,2291,2708,3370,3614,4506,4529,4687,5392,5621,5741,5958,6168,6290,7066,7864,7949,8174,8415,8660,8791,9032,9462],[3.914021008090819,4.019381523748645,4.607168188650764,3.577548771469606,4.270695952029551,0.6636465161632473,0.691153161953081,4.830311739964974,0.691153161953081,5.117993812416755,3.914021008090819,4.270695952029551,4.42484663185681,4.019381523748645,4.607168188650764,2.849310271098391,3.6516567436233283,4.270695952029551,4.270695952029551,3.8187108282864943,4.019381523748645,4.42484663185681,5.117993812416755,0.691153161953081])",1.0
F001,"['school', 'skin', 'shoulder', 'civil', 'phone', 'point.', 'audience', 'science', 'suggest', 'yet', 'hit', 'bit.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[454,503,593,650,1312,1595,1626,2679,3363,4037,5833,5850,6756,7281,7816,7936,8252,8338],[3.5085558999826545,0.691153161953081,4.830311739964974,2.958509563063383,4.137164559405029,4.830311739964974,4.42484663185681,5.117993812416755,3.8187108282864943,4.270695952029551,3.8187108282864943,0.691153161953081,3.3262343431887,0.6832166123573445,4.270695952029551,0.691153161953081,4.270695952029551,0.691153161953081])",0.0
F007,"['actually', 'important', 'music.', 'face', 'enjoy', 'huge', 'team', 'point', 'lose', 'movie', 'media.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[468,503,1439,1675,1805,1967,2066,2198,3248,4034,4416,4422,5850,6447,7281,7936,8338,9876],[4.830311739964974,0.691153161953081,4.42484663185681,4.830311739964974,3.914021008090819,4.019381523748645,2.7508701982851385,4.607168188650764,5.523458920524919,4.270695952029551,4.830311739964974,4.270695952029551,0.691153161953081,4.019381523748645,0.6832166123573445,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
F046,"['watch', 'body', 'section', 'possible', 'visit.', 'even', 'deal', 'assume', 'gun.', 'religious', 'follow', 'list', 'yes', 'thought', 'least', 'attention.', 'mind', 'quite', 'follow', 'ask', 'deep', 'worker.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[55,371,503,841,1208,1433,1634,1762,2664,2708,3184,3507,4293,5044,5371,5850,6056,6100,6406,6968,7281,7586,7936,8203,8338,8728,9367],[4.137164559405029,4.830311739964974,0.691153161953081,4.830311739964974,2.661258039595451,4.607168188650764,4.607168188650764,4.607168188650764,3.914021008090819,3.577548771469606,5.501740396570277,3.7316994512968646,4.137164559405029,3.914021008090819,5.117993812416755,0.691153161953081,3.8187108282864943,4.137164559405029,4.019381523748645,4.270695952029551,0.6832166123573445,4.830311739964974,0.691153161953081,4.607168188650764,0.691153161953081,4.019381523748645,7.637421656572989])",0.0
R103,"['summer', 'prevent', 'future', 'order', 'today', 'operation.', 'safe', 'food', 'trial', 'trouble', 'also.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[1226,2909,3252,3410,3614,4506,4687,5887,6488,7066,7642,8121,8653,9462,9481,9806],[3.914021008090819,4.830311739964974,4.607168188650764,4.270695952029551,0.6636465161632473,0.691153161953081,0.691153161953081,3.4440173788450834,3.914021008090819,2.849310271098391,4.270695952029551,5.117993812416755,4.137164559405029,0.691153161953081,4.137164559405029,4.607168188650764])",1.0
R037,"['within', 'choice', 'perform', 'find', 'say.', 'number', 'whatever', 'key', 'still', 'couple.', 'exist', 'agreement', 'go', 'time.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[708,1098,3131,3614,3712,4506,4687,4991,5276,5432,5739,6053,6451,6602,7510,7695,8413,8519,9462,9817],[5.117993812416755,4.270695952029551,3.914021008090819,0.6636465161632473,4.270695952029551,0.691153161953081,0.691153161953081,2.6330871626287546,5.117993812416755,2.7508701982851385,4.42484663185681,3.7316994512968646,3.8187108282864943,4.270695952029551,3.7316994512968646,3.914021008090819,3.6516567436233283,3.914021008090819,0.691153161953081,3.7316994512968646])",1.0
F193,"['arm', 'care', 'degree', 'series', 'expect', 'option.', 'continue', 'radio', 'participant', 'ball', 'voice', 'gun.', 'shake', 'give', 'term', 'article', 'natural', 'success.', 'impact', 'across', 'discussion', 'attorney', 'assume', 'back', 'market.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,743,1702,1972,2180,2188,2664,3530,3691,3783,3892,3984,4463,4853,4988,5310,5315,5396,5850,6747,7074,7281,7492,7586,7936,8280,8338,8353,8430,8569,9086,9943],[0.691153161953081,3.914021008090819,4.137164559405029,4.270695952029551,4.137164559405029,4.607168188650764,3.914021008090819,4.42484663185681,4.42484663185681,4.607168188650764,2.5530444549552183,4.42484663185681,3.6516567436233283,4.42484663185681,3.914021008090819,4.270695952029551,3.8187108282864943,4.019381523748645,0.691153161953081,2.5530444549552183,4.019381523748645,0.6832166123573445,4.42484663185681,4.830311739964974,0.691153161953081,5.117993812416755,0.691153161953081,3.8187108282864943,4.830311739964974,4.830311739964974,4.270695952029551,4.270695952029551])",0.0
R166,"['agreement', 'kitchen', 'seat', 'administration.', 'thus', 'along', 'personal', 'past', 'sign.', 'move', 'sign', 'security', 'resource', 'line', 'perhaps.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[47,756,1182,1670,2634,2840,3556,3614,3684,4506,4687,5441,5684,6282,6756,7939,8413,9275,9414,9462],[4.830311739964974,4.270695952029551,4.270695952029551,3.8187108282864943,4.137164559405029,4.019381523748645,2.7826188965997183,0.6636465161632473,3.7316994512968646,0.691153161953081,0.691153161953081,5.117993812416755,3.577548771469606,4.270695952029551,3.3262343431887,4.607168188650764,3.6516567436233283,4.607168188650764,4.830311739964974,0.691153161953081])",1.0
